Project	Language Code	Prefix	Edits	Editors	Pages	Bytes removed (30d)	Bytes added (30d)	Avg monthly edits	Avg monthly editors
Wikivoyage	as	Wy/as	13	5	0	0	4	2	1
Wikipedia	snd	Wp/snd	12	5	0	0	1	1	1
Wikipedia	crx	Wp/crx	1	1	0	0	1	1	1
Wikipedia	esu	Wp/esu	1486	34	0	0	313	1	1
Wikivoyage	mn	Wy/mn	75	8	0	0	16	5	1
Wikivoyage	ur	Wy/ur	809	25	0	0	284	2	1
Wikipedia	udi	Wp/udi	51	23	0	0	8	1	1
Wikibooks	mai	Wb/mai	7	3	0	0	1	4	1
Wikipedia	xpq	Wp/xpq	187	11	0	0	38	1	1
Wikipedia	kfb	Wp/kfb	6	3	0	0	2	3	1
Wikiquote	an	Wq/an	76	13	0	0	36	1	1
Wikinews	bgn	Wn/bgn	12	5	0	0	5	2	1
Wikiquote	kge	Wq/kge	54	3	0	0	20	7	1
Wikipedia	lue	Wp/lue	1	1	0	0	1	1	1
Wikinews	lv	Wn/lv	10	3	0	0	6	3	1
Wikiquote	rw	Wq/rw	18	6	0	0	6	1	1
Wiktionary	aer	Wt/aer	72	1	0	0	30	36	1
Wikipedia	akb	Wp/akb	43	16	0	0	7	1	1
Wikipedia	oaa	Wp/oaa	475	17	0	0	65	1	1
Wiktionary	ki	Wt/ki	67	7	0	0	42	1	1
Wikipedia	pey	Wp/pey	261	6	0	0	60	14	1
Wikipedia	bla	Wp/bla	370	13	0	0	72	1	1
Wiktionary	rad	Wt/rad	14	1	0	0	10	14	1
Wikipedia	rop	Wp/rop	36	8	0	0	16	1	1
Wikipedia	ccp	Wp/ccp	145	22	2289	0	33	2	1
Wiktionary	zgh	Wt/zgh	1033	16	0	0	149	4	1
Wikipedia	enm	Wp/enm	876	58	0	0	2	2	1
Wikivoyage	lt	Wy/lt	90	13	0	0	22	9	1
Wikipedia	tvx	Wp/tvx	6050	12	0	-78	1403	1	1
Wikipedia	hsn	Wp/hsn	838	61	43	0	143	1	1
Wikipedia	jra	Wp/jra	1	1	0	-19	1	1	1
Wikibooks	sd	Wb/sd	67	13	0	0	15	2	1
Wikipedia	zza	Wp/zza	28	11	0	0	1	1	1
Wikipedia	kru	Wp/kru	16	3	0	0	6	1	1
Wikinews	azb	Wn/azb	323	16	47	0	104	4	1
Wikipedia	lrc	Wp/lrc	228	22	108	0	90	1	1
Wikinews	kaa	Wn/kaa	275	7	9	0	113	2	1
Wikiquote	xmf	Wq/xmf	89	6	43	0	36	3	1
Wikipedia	agx	Wp/agx	53	26	0	0	11	1	1
Wikipedia	aqc	Wp/aqc	4	2	1494	0	3	1	1
Wikipedia	paw	Wp/paw	63	7	0	0	16	1	1
Wikipedia	bhb	Wp/bhb	7	4	0	0	3	1	1
Wiktionary	ota	Wt/ota	31	12	0	0	10	5	1
Wikipedia	rkt	Wp/rkt	1721	11	0	0	529	59	1
Wikipedia	btz	Wp/btz	146	23	0	0	26	1	1
Wikipedia	cmn	Wp/cmn	65	27	0	0	3	1	1
Wikipedia	surzh	Wp/surzh	99	18	0	0	1	1	1
Wikivoyage	ku	Wy/ku	43	11	0	0	9	1	1
Wikipedia	gcf	Wp/gcf	145	23	0	0	31	3	1
Wikivoyage	sq	Wy/sq	85	13	0	0	19	27	1
Wikipedia	ho	Wp/ho	134	29	0	0	54	1	1
Wikibooks	ga	Wb/ga	11	6	252	-520	3	1	1
Wikipedia	wep	Wp/wep	32	10	0	0	14	2	1
Wikipedia	zai	Wp/zai	205	24	0	0	43	1	1
Wikinews	anp	Wn/anp	144	10	0	0	70	3	1
Wikiquote	fat	Wq/fat	1	1	123	0	1	1	1
Wikipedia	lki	Wp/lki	7079	67	0	0	3259	4	1
Wikinews	hu	Wn/hu	7478	160	0	0	1150	1	1
Wikipedia	mis	Wp/mis	11	3	0	0	1	1	1
Wikipedia	mus	Wp/mus	157	33	1496	0	29	4	1
Wiktionary	haw	Wt/haw	1206	14	0	0	470	1	1
Wikipedia	otq	Wp/otq	12	6	0	0	7	2	1
Wiktionary	mus	Wt/mus	65	2	7226	-24	60	56	1
Wikipedia	rej	Wp/rej	731	44	0	0	155	1	1
Wikipedia	sgh	Wp/sgh	295	31	1581	0	99	8	1
Wikipedia	ckt	Wp/ckt	2804	75	0	0	577	2	1
Wikivoyage	bxr	Wy/bxr	4	2	0	0	2	2	1
Wikipedia	stl	Wp/stl	56	6	0	0	29	1	1
Wikipedia	dng	Wp/dng	517	54	139	-425	141	10	1
Wikivoyage	kk	Wy/kk	57	8	4	0	19	1	1
Wikipedia	tmr	Wp/tmr	923	26	7435	-66	156	10	1
Wikipedia	frs	Wp/frs	1153	13	0	0	195	2	1
Wikivoyage	ryu	Wy/ryu	308	15	0	0	110	3	1
Wikipedia	tmz	Wp/tmz	8	3	0	0	1	1	1
Wikipedia	har	Wp/har	1	1	0	0	1	1	1
Wikibooks	bhi	Wb/bhi	6	4	0	0	3	1	1
Wikipedia	jat	Wp/jat	412	7	0	0	125	2	1
Wikibooks	om	Wb/om	33	6	0	0	8	5	1
Wikinews	af	Wn/af	301	17	0	0	134	1	1
Wikinews	hi	Wn/hi	1092	53	0	0	270	2	1
Wikiquote	mt	Wq/mt	11	3	0	0	11	2	1
Wikipedia	mgp	Wp/mgp	70	9	0	0	9	1	1
Wikinews	om	Wn/om	15	3	0	0	3	11	1
Wikipedia	mqm	Wp/mqm	1	1	0	0	1	1	1
Wikipedia	nod	Wp/nod	3495	56	6099	-86	615	5	1
Wiktionary	gcf	Wt/gcf	190	10	0	0	90	3	1
Wikipedia	ood	Wp/ood	162	13	0	0	21	1	1
Wikipedia	bci	Wp/bci	200	13	0	0	28	1	1
Wiktionary	mag	Wt/mag	38	2	0	0	18	12	1
Wikipedia	btd	Wp/btd	86	23	0	0	18	1	1
Wiktionary	sn	Wt/sn	2847	7	68233	-1608	1556	69	1
Wikipedia	cjs	Wp/cjs	104	27	0	0	35	1	1
Wikivoyage	bcl	Wy/bcl	42	8	0	0	19	5	1
Wikivoyage	kaa	Wy/kaa	1	1	0	0	1	1	1
Wikipedia	tkr	Wp/tkr	39	17	0	0	9	1	1
Wikipedia	fkv	Wp/fkv	2864	52	0	0	643	3	1
Wikivoyage	ms	Wy/ms	278	22	12	0	88	1	1
Wikipedia	gyn	Wp/gyn	97	7	0	0	15	1	1
Wikibooks	ban	Wb/ban	8	4	0	0	6	1	1
Wikivoyage	yi	Wy/yi	16	4	0	0	5	2	1
Wikipedia	vai	Wp/vai	181	17	13122	0	70	6	1
Wikipedia	ist	Wp/ist	117	19	7	0	26	1	1
Wikipedia	yaq	Wp/yaq	50	10	0	0	10	1	1
Wikipedia	kio	Wp/kio	22	8	0	0	6	1	1
Wikibooks	yi	Wb/yi	101	8	0	0	15	6	1
Wikiquote	azb	Wq/azb	686	17	0	0	294	6	1
Wikinews	ee	Wn/ee	4	2	0	0	1	1	1
Wikiquote	mnc	Wq/mnc	65	6	0	0	15	1	1
Wikipedia	lzz	Wp/lzz	2442	59	0	0	798	1	1
Wikinews	nap	Wn/nap	87	9	0	0	25	4	1
Wikipedia	moh	Wp/moh	227	17	0	0	45	1	1
Wikinews	tr	Wn/tr	121	14	44	0	52	1	1
Wikipedia	bbc	Wp/bbc	28	13	0	0	3	2	1
Wiktionary	lfn	Wt/lfn	546	12	0	0	130	1	1
Wikipedia	pst	Wp/pst	17	7	0	0	1	1	1
Wikipedia	bph	Wp/bph	10	5	0	0	4	1	1
Wikipedia	chp	Wp/chp	28	9	0	0	7	1	1
Wikipedia	tig	Wp/tig	330	6	0	0	79	4	1
Wikipedia	ett	Wp/ett	10	5	0	0	1	1	1
Wikivoyage	mnc	Wy/mnc	7	4	0	0	1	1	1
Wikipedia	gvr	Wp/gvr	20	8	0	0	6	1	1
Wikibooks	arz	Wb/arz	38	8	0	0	5	1	1
Wikivoyage	uz	Wy/uz	188	18	0	0	60	1	1
Wikipedia	ulc	Wp/ulc	42	9	0	0	6	1	1
Wikipedia	ii	Wp/ii	2798	74	0	-17	910	4	1
Wikibooks	mh	Wb/mh	1	1	0	-500	1	1	1
Wikipedia	xsr	Wp/xsr	9	3	0	0	3	1	1
Wikiquote	ary	Wq/ary	2	2	0	0	2	1	1
Wikinews	bjn	Wn/bjn	14	5	0	0	9	1	1
Wikiquote	khw	Wq/khw	42	8	0	0	16	6	1
Wikinews	mni	Wn/mni	140	9	0	0	40	1	1
Wikiquote	scn	Wq/scn	11	5	0	0	4	1	1
Wikipedia	mnp	Wp/mnp	1037	34	0	-3	368	2	1
Wikinews	tg	Wn/tg	803	18	0	0	419	1	1
Wiktionary	alu	Wt/alu	1	1	0	0	1	1	1
Wikipedia	nd	Wp/nd	373	40	43	0	84	3	1
Wikipedia	akk	Wp/akk	36	7	0	0	7	1	1
Wiktionary	den	Wt/den	412	8	0	0	172	1	1
